name,h,w,crack_px,crack_px_frac,mean_crack_width,skel_len,n_components,blur,brightness,contrast,phash,source,sid,material,tier,role,h_raw,w_raw,crack_px_raw
crackseg9k__DeepCrack_11296-13,400,400,6082,0.0380125,7.29234504699707,722.0,5.0,87.18474952734375,174.0160875,23.32764515960288,c081eaf49ddfa149,crackseg9k,DeepCrack_11296-13,concrete,A,positive,400,400,6082
crackseg9k__DeepCrack_11296-14,400,400,5036,0.031475,6.559868812561035,687.0,5.0,182.20463897750003,174.45594375,26.05402553439364,ae0eda67130d64e3,crackseg9k,DeepCrack_11296-14,concrete,A,positive,400,400,5036
crackseg9k__DeepCrack_11296-15,400,400,4787,0.02991875,6.525448322296143,650.0,11.0,334.5146027743749,168.555775,25.742226528592568,e55cb7a54a322ca9,crackseg9k,DeepCrack_11296-15,concrete,A,positive,400,400,4787
crackseg9k__DeepCrack_11296-16,400,400,2725,0.01703125,4.605875015258789,517.0,10.0,389.46585934937497,173.0161875,22.2451309383614,80549f74375dd9a2,crackseg9k,DeepCrack_11296-16,concrete,A,positive,400,400,2725
crackseg9k__DeepCrack_11296-17,400,400,1764,0.011025,3.675330877304077,442.0,8.0,442.6686061110937,167.128825,22.813780465310327,8a2b785d3c9dbe08,crackseg9k,DeepCrack_11296-17,concrete,A,positive,400,400,1764
crackseg9k__DeepCrack_11296-2,400,400,5653,0.03533125,9.54625129699707,539.0,1.0,79.14614984984374,198.4237375,17.40308942490079,cfe0a37ac25620cf,crackseg9k,DeepCrack_11296-2,concrete,A,positive,400,400,5653
crackseg9k__DeepCrack_11296-20,400,400,2281,0.01425625,5.757966041564941,374.0,6.0,91.1413836975,164.47643125,18.746409176533607,d14907206deddad9,crackseg9k,DeepCrack_11296-20,concrete,A,positive,400,400,2281
crackseg9k__DeepCrack_11296-21,400,400,2759,0.01724375,6.139594554901123,418.0,2.0,45.950396399843754,154.5467,17.96225226996882,df115c62b94a075b,crackseg9k,DeepCrack_11296-21,concrete,A,positive,400,400,2759
crackseg9k__DeepCrack_11296-22,400,400,5502,0.0343875,6.3056111335754395,790.0,7.0,36.80403852484376,146.35643125,18.00431303921434,c008df3f22b3bc8d,crackseg9k,DeepCrack_11296-22,concrete,A,positive,400,400,5502
crackseg9k__DeepCrack_11296-23,400,400,4115,0.02571875,6.7353081703186035,541.0,2.0,31.324629018710933,143.59256875,14.142518553161716,ad61352dc8ad7456,crackseg9k,DeepCrack_11296-23,concrete,A,positive,400,400,4115
crackseg9k__DeepCrack_11296-3,400,400,7241,0.04525625,8.377493858337402,894.0,9.0,75.81389683277348,195.62739375,19.651621328339832,b229b69c6971069f,crackseg9k,DeepCrack_11296-3,concrete,A,positive,400,400,7241
crackseg9k__DeepCrack_11296-5,400,400,5695,0.03559375,8.004935264587402,629.0,3.0,46.177605954335924,192.4457125,20.644495703875737,e31f4d646361641f,crackseg9k,DeepCrack_11296-5,concrete,A,positive,400,400,5695
crackseg9k__DeepCrack_11296-6,400,400,4539,0.02836875,7.688817501068115,544.0,4.0,75.61635394437499,185.16793125,16.717601288620127,fd48090ba66ecc6d,crackseg9k,DeepCrack_11296-6,concrete,A,positive,400,400,4539
crackseg9k__DeepCrack_11296-8,400,400,5334,0.0333375,6.083302974700928,778.0,7.0,173.525921484375,196.80686875,23.04139522837698,8b67393d77347030,crackseg9k,DeepCrack_11296-8,concrete,A,positive,400,400,5334
crackseg9k__DeepCrack_11296-9,400,400,6537,0.04085625,7.074132919311523,800.0,3.0,209.7783124375,182.89816875,25.365101500812557,e4fa3a389e08b347,crackseg9k,DeepCrack_11296-9,concrete,A,positive,400,400,6537
crackseg9k__DeepCrack_11300,400,400,3122,0.0195125,6.184676170349121,525.0,1.0,254.1830688123438,149.53873125,19.991633247193022,8581136357be6ed8,crackseg9k,DeepCrack_11300,concrete,A,positive,400,400,3122
crackseg9k__DeepCrack_11301-1,400,400,16700,0.104375,23.717315673828125,763.0,1.0,76.22750168277344,156.146775,44.164253017563595,9ae1cf30a34f30b3,crackseg9k,DeepCrack_11301-1,concrete,A,positive,400,400,16700
crackseg9k__DeepCrack_11301-2,400,400,20989,0.13118125,37.13166046142578,635.0,1.0,59.562656243398436,156.67844375,48.15299492584117,c59aa861569ef561,crackseg9k,DeepCrack_11301-2,concrete,A,positive,400,400,20989
crackseg9k__DeepCrack_11301-3,400,400,27749,0.17343125,44.31865310668945,852.0,1.0,60.91754881734376,147.4333625,47.918993201481115,f3cc8137d8833d58,crackseg9k,DeepCrack_11301-3,concrete,A,positive,400,400,27749
crackseg9k__DeepCrack_11301-4,400,400,17579,0.10986875,31.658233642578125,631.0,1.0,36.74258439359375,147.28325625,41.88665341904073,e7ceb0234fb0304f,crackseg9k,DeepCrack_11301-4,concrete,A,positive,400,400,17579
crackseg9k__DeepCrack_11301-5,400,400,23786,0.1486625,37.04100036621094,725.0,1.0,40.06429144339844,136.115325,41.78272415298427,e468db9216347dc9,crackseg9k,DeepCrack_11301-5,concrete,A,positive,400,400,23786
crackseg9k__DeepCrack_11302-1,400,400,16613,0.10383125,31.216045379638672,566.0,1.0,180.84481093359372,134.8776875,35.743035190822056,ed365a89648dc98d,crackseg9k,DeepCrack_11302-1,concrete,A,positive,400,400,16613
crackseg9k__DeepCrack_11302-2,400,400,16384,0.1024,33.229454040527344,487.0,1.0,160.68789816308598,147.33166875,39.0820444973171,e633138d931c597c,crackseg9k,DeepCrack_11302-2,concrete,A,positive,400,400,16384
crackseg9k__DeepCrack_11305-1,400,400,9368,0.05855,13.626588821411133,837.0,1.0,321.85436401234375,171.76563125,41.08002437364203,808091deffef941a,crackseg9k,DeepCrack_11305-1,concrete,A,positive,400,400,9368
crackseg9k__DeepCrack_11305-2,400,400,9335,0.05834375,12.526167869567871,910.0,1.0,293.59604609750005,159.985675,35.00384935681181,9de39ec2482cb4f2,crackseg9k,DeepCrack_11305-2,concrete,A,positive,400,400,9335
crackseg9k__DeepCrack_11308-1,400,400,2688,0.0168,4.783632755279541,517.0,5.0,1260.0471448974608,150.61949375,28.324301116597933,8d92644bb05d3b6d,crackseg9k,DeepCrack_11308-1,concrete,A,positive,400,400,2688
crackseg9k__DeepCrack_11308-2,400,400,2575,0.01609375,3.7469234466552734,640.0,8.0,1477.3525696435938,149.86525,28.44180602453895,dcc31e31cb64c33c,crackseg9k,DeepCrack_11308-2,concrete,A,positive,400,400,2575
crackseg9k__DeepCrack_11309-1,400,400,3579,0.02236875,2.9587085247039795,1232.0,23.0,2039.238653596836,205.1009375,29.104834205353132,c5b4195006537ff3,crackseg9k,DeepCrack_11309-1,concrete,A,positive,400,400,3579
crackseg9k__DeepCrack_7Q3A9060-1,400,400,5337,0.03335625,11.31974983215332,441.0,1.0,6.731893397460937,108.0212375,13.682933675516876,a6d98fe42d8a8c63,crackseg9k,DeepCrack_7Q3A9060-1,concrete,A,positive,400,400,5337
crackseg9k__DeepCrack_7Q3A9060-10,400,400,9596,0.059975,11.354049682617188,757.0,1.0,149.36226779027342,119.57215625,26.02600321746668,9beac09f72216d4c,crackseg9k,DeepCrack_7Q3A9060-10,concrete,A,positive,400,400,9596
crackseg9k__DeepCrack_7Q3A9060-11,400,400,4475,0.02796875,7.457375526428223,553.0,3.0,64.93099354339844,117.44889375,24.92511560958566,c683e37c9d2719a4,crackseg9k,DeepCrack_7Q3A9060-11,concrete,A,positive,400,400,4475
crackseg9k__DeepCrack_7Q3A9060-12,400,400,5051,0.03156875,9.45295238494873,513.0,1.0,18.40224559,104.97308125,21.78272897574816,f3d0c75170cc5c78,crackseg9k,DeepCrack_7Q3A9060-12,concrete,A,positive,400,400,5051
crackseg9k__DeepCrack_7Q3A9060-13,400,400,4312,0.02695,9.060328483581543,430.0,3.0,5.954383746093751,105.81284375,17.720293910883246,9892ac1c3ed65e9c,crackseg9k,DeepCrack_7Q3A9060-13,concrete,A,positive,400,400,4312
crackseg9k__DeepCrack_7Q3A9060-14,400,400,7727,0.04829375,12.150659561157227,545.0,1.0,80.25453123871091,120.816425,23.2738388586708,ed9449e6db2c1649,crackseg9k,DeepCrack_7Q3A9060-14,concrete,A,positive,400,400,7727
crackseg9k__DeepCrack_7Q3A9060-15,400,400,9946,0.0621625,9.21247673034668,973.0,6.0,34.851140487460945,118.4096375,21.230497747782405,9605e1e07cbf0f43,crackseg9k,DeepCrack_7Q3A9060-15,concrete,A,positive,400,400,9946
crackseg9k__DeepCrack_7Q3A9060-16,400,400,8387,0.05241875,8.191296577453613,931.0,5.0,36.106537093593744,114.90260625,20.47507010262629,f455d73525e90a1a,crackseg9k,DeepCrack_7Q3A9060-16,concrete,A,positive,400,400,8387
crackseg9k__DeepCrack_7Q3A9060-17,400,400,7513,0.04695625,12.226699829101562,535.0,1.0,40.168653709960935,109.59291875,21.39810630887459,f5e98d9c514f6c04,crackseg9k,DeepCrack_7Q3A9060-17,concrete,A,positive,400,400,7513
crackseg9k__DeepCrack_7Q3A9060-18,400,400,7662,0.0478875,13.42027759552002,536.0,1.0,33.68951096859375,104.2152375,21.858280417695113,e70ec76eb89309a1,crackseg9k,DeepCrack_7Q3A9060-18,concrete,A,positive,400,400,7662
crackseg9k__DeepCrack_7Q3A9060-19,400,400,9085,0.05678125,15.5853271484375,550.0,1.0,25.26455771484375,99.56235625,21.443636275083712,d51686ea79368789,crackseg9k,DeepCrack_7Q3A9060-19,concrete,A,positive,400,400,9085
crackseg9k__DeepCrack_7Q3A9060-2,400,400,7464,0.04665,9.69585132598877,728.0,3.0,36.48499330277344,113.36720625,23.772385046939675,adb80e46b76494b5,crackseg9k,DeepCrack_7Q3A9060-2,concrete,A,positive,400,400,7464
crackseg9k__DeepCrack_7Q3A9060-20,400,400,8625,0.05390625,13.722537994384766,552.0,2.0,14.774702899648439,96.74031875,18.79867340794021,f3411f13f61e016d,crackseg9k,DeepCrack_7Q3A9060-20,concrete,A,positive,400,400,8625
crackseg9k__DeepCrack_7Q3A9060-4,400,400,5371,0.03356875,10.984630584716797,455.0,2.0,11.996780997500002,114.1797625,16.488291616889658,87f28ac44a7aba95,crackseg9k,DeepCrack_7Q3A9060-4,concrete,A,positive,400,400,5371
crackseg9k__DeepCrack_7Q3A9060-5,400,400,9872,0.0617,14.779486656188965,669.0,1.0,38.85585878808594,114.95954375,27.026322715860474,87af9b7a6408d1c3,crackseg9k,DeepCrack_7Q3A9060-5,concrete,A,positive,400,400,9872
crackseg9k__DeepCrack_7Q3A9060-6,400,400,8512,0.0532,13.617079734802246,673.0,1.0,36.86880488402345,120.24129375,25.282081274614455,91a2fc7c0387fc70,crackseg9k,DeepCrack_7Q3A9060-6,concrete,A,positive,400,400,8512
crackseg9k__DeepCrack_7Q3A9060-7,400,400,7276,0.045475,12.915608406066895,515.0,1.0,30.88076246484374,123.99778125,23.436845219166095,a0cdd23535ed8b32,crackseg9k,DeepCrack_7Q3A9060-7,concrete,A,positive,400,400,7276
crackseg9k__DeepCrack_7Q3A9060-8,400,400,7556,0.047225,10.435608863830566,614.0,1.0,58.679948514648444,125.16116875,22.47680790023404,b4668cb9f306f443,crackseg9k,DeepCrack_7Q3A9060-8,concrete,A,positive,400,400,7556
crackseg9k__DeepCrack_7Q3A9064-1,400,400,9403,0.05876875,16.56282615661621,558.0,2.0,5.0501743193749995,107.8710625,16.670992775509614,b69c6c16e906c975,crackseg9k,DeepCrack_7Q3A9064-1,concrete,A,positive,400,400,9403
crackseg9k__DeepCrack_7Q3A9064-10,400,400,14870,0.0929375,19.86363983154297,724.0,1.0,30.212067790273437,129.9533375,25.959576462475148,8e68c39fb0a76e48,crackseg9k,DeepCrack_7Q3A9064-10,concrete,A,positive,400,400,14870
crackseg9k__DeepCrack_7Q3A9064-11,400,400,16054,0.1003375,17.668411254882812,1094.0,2.0,42.13127976464843,123.6929625,27.04421362276215,c67af18d2f60461e,crackseg9k,DeepCrack_7Q3A9064-11,concrete,A,positive,400,400,16054
crackseg9k__DeepCrack_7Q3A9064-13,400,400,13657,0.08535625,19.26319122314453,915.0,2.0,77.46160152734375,110.24845625,26.95140303846603,fb27e38604187d65,crackseg9k,DeepCrack_7Q3A9064-13,concrete,A,positive,400,400,13657
crackseg9k__DeepCrack_7Q3A9064-14,400,400,15008,0.0938,18.05599594116211,1081.0,1.0,80.82130555777344,108.153825,26.76875137860141,c980f0b13d6be2f8,crackseg9k,DeepCrack_7Q3A9064-14,concrete,A,positive,400,400,15008
crackseg9k__DeepCrack_7Q3A9064-15,400,400,12814,0.0800875,16.908628463745117,871.0,1.0,108.99379137109374,103.7050875,27.770803492469284,fb0fb8f0c0662636,crackseg9k,DeepCrack_7Q3A9064-15,concrete,A,positive,400,400,12814
crackseg9k__DeepCrack_7Q3A9064-16,400,400,10690,0.0668125,16.25229263305664,752.0,1.0,83.44527685609376,105.11353125,26.783417526620337,bfbaebb42d0012d4,crackseg9k,DeepCrack_7Q3A9064-16,concrete,A,positive,400,400,10690
crackseg9k__DeepCrack_7Q3A9064-18,400,400,11121,0.06950625,17.161909103393555,706.0,2.0,32.944046342343746,107.126375,23.51214270030222,d5fda1813c7a604b,crackseg9k,DeepCrack_7Q3A9064-18,concrete,A,positive,400,400,11121
crackseg9k__DeepCrack_7Q3A9064-2,400,400,9570,0.0598125,16.510984420776367,529.0,2.0,5.735393743398438,108.99975625,17.50885008190389,be3e0fcfe1e15008,crackseg9k,DeepCrack_7Q3A9064-2,concrete,A,positive,400,400,9570
crackseg9k__DeepCrack_7Q3A9064-3,400,400,12212,0.076325,16.312694549560547,702.0,1.0,7.897687215585937,110.02463125,20.49285789126357,e03f970f21b3d168,crackseg9k,DeepCrack_7Q3A9064-3,concrete,A,positive,400,400,12212
crackseg9k__DeepCrack_7Q3A9064-4,400,400,6573,0.04108125,10.366753578186035,615.0,4.0,13.502904921523442,118.31524375,19.375409095760684,d4968c78439fa969,crackseg9k,DeepCrack_7Q3A9064-4,concrete,A,positive,400,400,6573
crackseg9k__DeepCrack_7Q3A9064-5,400,400,11067,0.06916875,11.744760513305664,997.0,4.0,32.33261149371094,120.48255625,24.00744875482578,c0faab621fd3252a,crackseg9k,DeepCrack_7Q3A9064-5,concrete,A,positive,400,400,11067
crackseg9k__DeepCrack_7Q3A9064-6,400,400,5671,0.03544375,11.051726341247559,424.0,5.0,16.428137386093752,136.285325,20.835896360473072,e972198c476353e9,crackseg9k,DeepCrack_7Q3A9064-6,concrete,A,positive,400,400,5671
crackseg9k__DeepCrack_7Q3A9064-7,400,400,8706,0.0544125,11.375757217407227,807.0,4.0,15.224355867148441,140.98694375,17.03456847954582,f972c4853b7802de,crackseg9k,DeepCrack_7Q3A9064-7,concrete,A,positive,400,400,8706
crackseg9k__DeepCrack_7Q3A9064-8,400,400,6587,0.04116875,12.27879524230957,485.0,1.0,18.514037286093753,137.5455875,19.272778322801404,f758cb9828624edc,crackseg9k,DeepCrack_7Q3A9064-8,concrete,A,positive,400,400,6587
crackseg9k__DeepCrack_7Q3A9064-9,400,400,10118,0.0632375,16.817598342895508,547.0,1.0,32.73607647558594,132.483875,25.172392168492348,eb645a5a92e60c79,crackseg9k,DeepCrack_7Q3A9064-9,concrete,A,positive,400,400,10118
crackseg9k__DeepCrack_IMG108,400,400,3918,0.0244875,2.371732234954834,1857.0,42.0,56.16148010621093,128.02490625,5.546111108579681,d90b43601fd5f1d1,crackseg9k,DeepCrack_IMG108,concrete,A,positive,400,400,3918
crackseg9k__DeepCrack_IMG11-1,400,400,1048,0.00655,2.237499952316284,480.0,11.0,48.33205607464843,149.58370625,8.416372779512024,952a55292c4dbb9b,crackseg9k,DeepCrack_IMG11-1,concrete,A,positive,400,400,1048
crackseg9k__DeepCrack_IMG11-2,400,400,1004,0.006275,2.1970529556274414,475.0,9.0,50.250998244375005,149.35611875,8.925845796668147,dba1433e3762a43c,crackseg9k,DeepCrack_IMG11-2,concrete,A,positive,400,400,1004
crackseg9k__DeepCrack_IMG11-3,400,400,1100,0.006875,2.267469882965088,498.0,6.0,47.15670370996094,149.569775,7.556935982881885,821a5b625bdb26f4,crackseg9k,DeepCrack_IMG11-3,concrete,A,positive,400,400,1100
crackseg9k__DeepCrack_IMG11-4,400,400,944,0.0059,2.2432432174682617,444.0,9.0,53.13615104589843,146.21199375,10.49800528195528,d5d22895a9bcb89c,crackseg9k,DeepCrack_IMG11-4,concrete,A,positive,400,400,944
crackseg9k__DeepCrack_IMG11-5,400,400,889,0.00555625,2.259223222732544,412.0,3.0,61.78297495484375,139.74915,9.708944292635529,f3886e99c636d498,crackseg9k,DeepCrack_IMG11-5,concrete,A,positive,400,400,889
crackseg9k__DeepCrack_IMG12,400,400,948,0.005925,2.195744752883911,470.0,13.0,71.78801841214845,146.95746875,7.127815046897151,b306263905b66f67,crackseg9k,DeepCrack_IMG12,concrete,A,positive,400,400,948
crackseg9k__DeepCrack_IMG12-1,400,400,1088,0.0068,2.3602535724639893,473.0,3.0,74.18148689937502,146.10300625,8.428166079430385,ad122d167fa9261e,crackseg9k,DeepCrack_IMG12-1,concrete,A,positive,400,400,1088
crackseg9k__DeepCrack_IMG12-2,400,400,1180,0.007375,2.2943689823150635,515.0,5.0,89.92113887152345,147.51666875,8.189324432013514,8e72495e821b63f5,crackseg9k,DeepCrack_IMG12-2,concrete,A,positive,400,400,1180
crackseg9k__DeepCrack_IMG13-1,400,400,784,0.0049,2.276517152786255,379.0,14.0,28.991309899843756,162.9293375,7.398184359090664,b7a5c00fc75239d1,crackseg9k,DeepCrack_IMG13-1,concrete,A,positive,400,400,784
crackseg9k__DeepCrack_IMG13-2,400,400,885,0.00553125,2.262716054916382,405.0,6.0,31.05516861402344,165.52305625,7.4055017324510795,8cdd60806754ecbf,crackseg9k,DeepCrack_IMG13-2,concrete,A,positive,400,400,885
crackseg9k__DeepCrack_IMG13-3,400,400,950,0.0059375,2.3287670612335205,438.0,4.0,32.230274449843755,166.27264375,7.326969642054342,fa7816b32c64ba8a,crackseg9k,DeepCrack_IMG13-3,concrete,A,positive,400,400,950
crackseg9k__DeepCrack_IMG13-4,400,400,933,0.00583125,2.376303195953369,422.0,8.0,34.16186199234375,165.232925,7.139425463185046,e96c4749943e93c3,crackseg9k,DeepCrack_IMG13-4,concrete,A,positive,400,400,933
crackseg9k__DeepCrack_IMG13-5,400,400,915,0.00571875,2.3989973068237305,399.0,8.0,35.95809260777344,164.44895625,6.9640905390141175,d9183d78ed3d8069,crackseg9k,DeepCrack_IMG13-5,concrete,A,positive,400,400,915
crackseg9k__DeepCrack_IMG13-6,400,400,957,0.00598125,2.51208233833313,389.0,10.0,35.78006831933594,163.53855,7.282346043515098,d627ab177102f427,crackseg9k,DeepCrack_IMG13-6,concrete,A,positive,400,400,957
crackseg9k__DeepCrack_IMG13-7,400,400,975,0.00609375,2.573333263397217,390.0,7.0,34.073964724960945,162.0015375,7.539596981012562,ccbb974a0d2ed81a,crackseg9k,DeepCrack_IMG13-7,concrete,A,positive,400,400,975
crackseg9k__DeepCrack_IMG136,400,400,2404,0.015025,4.256872177124023,529.0,4.0,167.71131582183597,132.79913125,24.525658665880382,c29181c4c6f6eb79,crackseg9k,DeepCrack_IMG136,concrete,A,positive,400,400,2404
crackseg9k__DeepCrack_IMG14-2,400,400,433,0.00270625,2.118032693862915,305.0,29.0,154.1158186046484,139.4997875,14.69142138987388,8291be3a9cec521f,crackseg9k,DeepCrack_IMG14-2,concrete,A,positive,400,400,433
crackseg9k__DeepCrack_IMG14-4,400,400,442,0.0027625,2.094545364379883,275.0,31.0,118.21406557714846,128.437625,15.045181848664209,80e21dc7c6a7457e,crackseg9k,DeepCrack_IMG14-4,concrete,A,positive,400,400,442
crackseg9k__DeepCrack_IMG24-1,400,400,1173,0.00733125,2.8605849742889404,388.0,3.0,16.00454197777344,138.64239375,9.660131288960878,fbf99392b7618018,crackseg9k,DeepCrack_IMG24-1,concrete,A,positive,400,400,1173
crackseg9k__DeepCrack_IMG24-2,400,400,1425,0.00890625,3.5703935623168945,374.0,5.0,18.28429964,136.77116875,7.803807885194472,c4d1e97be4928a96,crackseg9k,DeepCrack_IMG24-2,concrete,A,positive,400,400,1425
crackseg9k__DeepCrack_IMG24-3,400,400,1443,0.00901875,3.5901269912719727,386.0,3.0,13.696655080898438,130.745125,6.557570147118138,de94664144c6e7d9,crackseg9k,DeepCrack_IMG24-3,concrete,A,positive,400,400,1443
crackseg9k__DeepCrack_IMG25-1,400,400,1941,0.01213125,4.616645336151123,402.0,1.0,351.42426746234383,127.6353875,25.25261140406758,b4b09b894bc3d53c,crackseg9k,DeepCrack_IMG25-1,concrete,A,positive,400,400,1941
crackseg9k__DeepCrack_IMG25-10,400,400,1587,0.00991875,3.971510171890259,399.0,1.0,29.16138725,150.1866375,12.09589926146848,db16f2e6e2862c4c,crackseg9k,DeepCrack_IMG25-10,concrete,A,positive,400,400,1587
crackseg9k__DeepCrack_IMG25-2,400,400,1787,0.01116875,4.198702335357666,417.0,1.0,418.7049389074609,124.1125,20.640998189283387,ed1f56c825cc7c90,crackseg9k,DeepCrack_IMG25-2,concrete,A,positive,400,400,1787
crackseg9k__DeepCrack_IMG25-3,400,400,1803,0.01126875,4.061516284942627,416.0,1.0,484.0817370443749,128.0041125,21.886555418506212,e543cc887e58726d,crackseg9k,DeepCrack_IMG25-3,concrete,A,positive,400,400,1803
crackseg9k__DeepCrack_IMG25-4,400,400,1513,0.00945625,3.779960870742798,401.0,1.0,563.5177608308986,130.39216875,21.379995847088544,f14bd461c37332d4,crackseg9k,DeepCrack_IMG25-4,concrete,A,positive,400,400,1513
crackseg9k__DeepCrack_IMG25-5,400,400,1515,0.00946875,3.8626887798309326,403.0,1.0,556.6284175060939,133.22634375,19.408906132413435,b37409230bd6fd85,crackseg9k,DeepCrack_IMG25-5,concrete,A,positive,400,400,1515
crackseg9k__DeepCrack_IMG25-7,400,400,1571,0.00981875,3.735332489013672,408.0,1.0,236.54029337437493,141.8081875,14.944233267881085,ad1e3c094f796869,crackseg9k,DeepCrack_IMG25-7,concrete,A,positive,400,400,1571
crackseg9k__DeepCrack_IMG25-8,400,400,1410,0.0088125,3.635406494140625,387.0,3.0,109.9178371975,148.1756125,12.715881713426079,a96101d704ef4fd3,crackseg9k,DeepCrack_IMG25-8,concrete,A,positive,400,400,1410
crackseg9k__DeepCrack_IMG25-9,400,400,1565,0.00978125,4.077766418457031,389.0,2.0,51.773562039999995,150.16163125,12.3820033350433,88bb77643802bbf1,crackseg9k,DeepCrack_IMG25-9,concrete,A,positive,400,400,1565
crackseg9k__DeepCrack_IMG27-1,400,400,2571,0.01606875,3.7240588665008545,666.0,14.0,68.10538149749999,142.49239375,18.487697048171274,a591d89c7dadca0a,crackseg9k,DeepCrack_IMG27-1,concrete,A,positive,400,400,2571
crackseg9k__DeepCrack_IMG27-10,400,400,1403,0.00876875,3.0215625762939453,445.0,2.0,146.8037243398438,160.02919375,16.560814939940634,dfd8902669d2346d,crackseg9k,DeepCrack_IMG27-10,concrete,A,positive,400,400,1403
crackseg9k__DeepCrack_IMG27-11,400,400,1568,0.0098,3.283623456954956,446.0,3.0,122.39844360464843,151.37573125,16.964459018128856,f7e0ab9f30e60e08,crackseg9k,DeepCrack_IMG27-11,concrete,A,positive,400,400,1568
crackseg9k__DeepCrack_IMG27-12,400,400,1479,0.00924375,3.3921732902526855,415.0,4.0,84.71743740589844,142.8650875,15.072366639560748,f4a498c944b7bb51,crackseg9k,DeepCrack_IMG27-12,concrete,A,positive,400,400,1479
crackseg9k__DeepCrack_IMG27-13,400,400,1431,0.00894375,3.3591911792755127,398.0,4.0,55.97326869183595,134.4407875,15.370320633605655,d5dac2f0bacbc130,crackseg9k,DeepCrack_IMG27-13,concrete,A,positive,400,400,1431
crackseg9k__DeepCrack_IMG27-2,400,400,2707,0.01691875,3.0927348136901855,828.0,14.0,98.94689036996091,158.86299375,18.06195166745446,82db14a5b9b3a6ac,crackseg9k,DeepCrack_IMG27-2,concrete,A,positive,400,400,2707
crackseg9k__DeepCrack_IMG27-4,400,400,1914,0.0119625,3.624523162841797,504.0,1.0,137.221795484375,167.3356875,14.446035404301893,bd839f8f216154d4,crackseg9k,DeepCrack_IMG27-4,concrete,A,positive,400,400,1914
crackseg9k__DeepCrack_IMG27-5,400,400,1893,0.01183125,3.5590922832489014,498.0,3.0,151.7821228762109,168.494725,15.826997809893543,aca5a9d4582a2ded,crackseg9k,DeepCrack_IMG27-5,concrete,A,positive,400,400,1893
crackseg9k__DeepCrack_IMG27-6,400,400,2149,0.01343125,4.571140289306641,436.0,3.0,161.39275607464845,167.2708125,19.12152316343663,d59489cd61b39e58,crackseg9k,DeepCrack_IMG27-6,concrete,A,positive,400,400,2149
crackseg9k__DeepCrack_IMG33-1,400,400,2823,0.01764375,5.105525493621826,517.0,7.0,232.41867951089841,144.24551875,20.054794982582052,f8c29f99a581b632,crackseg9k,DeepCrack_IMG33-1,concrete,A,positive,400,400,2823
crackseg9k__DeepCrack_IMG33-10,400,400,3278,0.0204875,4.099816799163818,807.0,4.0,644.0275792724609,133.3879,26.29963347824452,c8fcdec1998eb212,crackseg9k,DeepCrack_IMG33-10,concrete,A,positive,400,400,3278
crackseg9k__DeepCrack_IMG33-11,400,400,2298,0.0143625,3.4088306427001953,670.0,3.0,602.0866309677735,133.04815,24.733807967587605,f878b7c8e0ab8386,crackseg9k,DeepCrack_IMG33-11,concrete,A,positive,400,400,2298
crackseg9k__DeepCrack_IMG33-13,400,400,1818,0.0113625,3.8143856525421143,452.0,4.0,412.61715621058585,131.54095,22.202200298562754,828d948dfdb5b322,crackseg9k,DeepCrack_IMG33-13,concrete,A,positive,400,400,1818
crackseg9k__DeepCrack_IMG33-14,400,400,1659,0.01036875,3.7370212078094482,412.0,3.0,311.20367595214844,133.94068125,20.321645172965166,87cdc483a3727cc5,crackseg9k,DeepCrack_IMG33-14,concrete,A,positive,400,400,1659
crackseg9k__DeepCrack_IMG33-15,400,400,3013,0.01883125,5.311402797698975,522.0,2.0,698.4240578399999,137.190375,26.797411626113725,e0d9843764db17a6,crackseg9k,DeepCrack_IMG33-15,concrete,A,positive,400,400,3013
crackseg9k__DeepCrack_IMG33-17,400,400,2874,0.0179625,3.989935874938965,639.0,2.0,319.3791409652734,146.47684375,20.658260182989416,dcbc93dc58b0434e,crackseg9k,DeepCrack_IMG33-17,concrete,A,positive,400,400,2874
crackseg9k__DeepCrack_IMG33-18,400,400,2097,0.01310625,4.303985595703125,423.0,2.0,133.2563971775,151.1972375,14.241019007381238,cac869e81a569de3,crackseg9k,DeepCrack_IMG33-18,concrete,A,positive,400,400,2097
crackseg9k__DeepCrack_IMG33-2,400,400,2335,0.01459375,4.659857273101807,459.0,5.0,249.80823749000007,144.00950625,20.297774591841613,b779c1c91c27266c,crackseg9k,DeepCrack_IMG33-2,concrete,A,positive,400,400,2335
crackseg9k__DeepCrack_IMG33-3,400,400,2526,0.0157875,5.125000953674316,454.0,4.0,272.90855787749996,144.36885,20.837249690818126,8568f4e9b2974a5c,crackseg9k,DeepCrack_IMG33-3,concrete,A,positive,400,400,2526
crackseg9k__DeepCrack_IMG33-4,400,400,2294,0.0143375,4.79931640625,449.0,4.0,330.10413426,143.07995625,22.238319422746088,d8395e3985d27256,crackseg9k,DeepCrack_IMG33-4,concrete,A,positive,400,400,2294
crackseg9k__DeepCrack_IMG33-5,400,400,3104,0.0194,4.402236461639404,660.0,5.0,422.46449807484373,141.67473125,23.597426639154392,f0127788d8772976,crackseg9k,DeepCrack_IMG33-5,concrete,A,positive,400,400,3104
crackseg9k__DeepCrack_IMG33-6,400,400,5966,0.0372875,7.797049522399902,755.0,5.0,519.0515559265234,138.30586875,27.619640214126132,db022eb8725798a7,crackseg9k,DeepCrack_IMG33-6,concrete,A,positive,400,400,5966
